# time (s)	h_+ (strain)	h_x (strain)
-0.503279516	4.139554e-22	1.239560e-22
-0.503218481	4.185443e-22	1.097836e-22
-0.503157446	4.226420e-22	9.541605e-23
-0.503096411	4.262394e-22	8.087087e-23
-0.503035375	4.293281e-22	6.616621e-23
-0.502974340	4.319001e-22	5.132059e-23
-0.502913305	4.339484e-22	3.635296e-23
-0.502852270	4.354665e-22	2.128263e-23
-0.502791235	4.364489e-22	6.129303e-24
-0.502730200	4.368908e-22	-9.087008e-24
-0.502669164	4.367880e-22	-2.434602e-23
-0.502608129	4.361373e-22	-3.962718e-23
-0.502547094	4.349363e-22	-5.490973e-23
-0.502486059	4.331836e-22	-7.017269e-23
-0.502425024	4.308783e-22	-8.539499e-23
-0.502363989	4.280207e-22	-1.005554e-22
-0.502302954	4.246118e-22	-1.156327e-22
-0.502241918	4.206536e-22	-1.306055e-22
-0.502180883	4.161489e-22	-1.454526e-22
-0.502119848	4.111014e-22	-1.601527e-22
-0.502058813	4.055157e-22	-1.746848e-22
-0.501997778	3.993974e-22	-1.890277e-22
-0.501936743	3.927528e-22	-2.031606e-22
-0.501875707	3.855893e-22	-2.170631e-22
-0.501814672	3.779151e-22	-2.307146e-22
-0.501753637	3.697391e-22	-2.440952e-22
-0.501692602	3.610712e-22	-2.571851e-22
-0.501631567	3.519223e-22	-2.699651e-22
-0.501570532	3.423039e-22	-2.824162e-22
-0.501509496	3.322283e-22	-2.945200e-22
-0.501448461	3.217087e-22	-3.062586e-22
-0.501387426	3.107591e-22	-3.176145e-22
-0.501326391	2.993942e-22	-3.285710e-22
-0.501265356	2.876293e-22	-3.391118e-22
-0.501204321	2.754805e-22	-3.492214e-22
-0.501143286	2.629645e-22	-3.588849e-22
-0.501082250	2.500988e-22	-3.680880e-22
-0.501021215	2.369013e-22	-3.768174e-22
-0.500960180	2.233905e-22	-3.850603e-22
-0.500899145	2.095856e-22	-3.928048e-22
-0.500838110	1.955059e-22	-4.000398e-22
-0.500777075	1.811716e-22	-4.067551e-22
-0.500716039	1.666030e-22	-4.129413e-22
-0.500655004	1.518209e-22	-4.185898e-22
-0.500593969	1.368465e-22	-4.236930e-22
-0.500532934	1.217010e-22	-4.282441e-22
-0.500471899	1.064062e-22	-4.322373e-22
-0.500410864	9.098393e-23	-4.356677e-22
-0.500349829	7.545612e-23	-4.385313e-22
-0.500288793	5.984493e-23	-4.408251e-22
-0.500227758	4.417254e-23	-4.425469e-22
-0.500166723	2.846118e-23	-4.436956e-22
-0.500105688	1.273306e-23	-4.442710e-22
-0.500044653	-2.989695e-24	-4.442736e-22
-0.499983618	-1.868502e-23	-4.437051e-22
-0.499922582	-3.433100e-23	-4.425681e-22
-0.499861547	-4.990592e-23	-4.408660e-22
-0.499800512	-6.538829e-23	-4.386031e-22
-0.499739477	-8.075685e-23	-4.357845e-22
-0.499678442	-9.599069e-23	-4.324164e-22
-0.499617407	-1.110692e-22	-4.285057e-22
-0.499556371	-1.259722e-22	-4.240600e-22
-0.499495336	-1.406798e-22	-4.190879e-22
-0.499434301	-1.551727e-22	-4.135987e-22
-0.499373266	-1.694319e-22	-4.076025e-22
-0.499312231	-1.834393e-22	-4.011100e-22
-0.499251196	-1.971768e-22	-3.941326e-22
-0.499190161	-2.106272e-22	-3.866826e-22
-0.499129125	-2.237738e-22	-3.787727e-22
-0.499068090	-2.366006e-22	-3.704163e-22
-0.499007055	-2.490922e-22	-3.616273e-22
-0.498946020	-2.612337e-22	-3.524203e-22
-0.498884985	-2.730110e-22	-3.428103e-22
-0.498823950	-2.844109e-22	-3.328127e-22
-0.498762914	-2.954206e-22	-3.224436e-22
-0.498701879	-3.060280e-22	-3.117191e-22
-0.498640844	-3.162221e-22	-3.006561e-22
-0.498579809	-3.259923e-22	-2.892715e-22
-0.498518774	-3.353288e-22	-2.775827e-22
-0.498457739	-3.442228e-22	-2.656074e-22
-0.498396704	-3.526660e-22	-2.533632e-22
-0.498335668	-3.606509e-22	-2.408683e-22
-0.498274633	-3.681709e-22	-2.281407e-22
-0.498213598	-3.752201e-22	-2.151989e-22
-0.498152563	-3.817932e-22	-2.020612e-22
-0.498091528	-3.878860e-22	-1.887460e-22
-0.498030493	-3.934948e-22	-1.752719e-22
-0.497969457	-3.986166e-22	-1.616572e-22
-0.497908422	-4.032494e-22	-1.479204e-22
-0.497847387	-4.073917e-22	-1.340798e-22
-0.497786352	-4.110428e-22	-1.201537e-22
-0.497725317	-4.142026e-22	-1.061602e-22
-0.497664282	-4.168720e-22	-9.211722e-23
-0.497603246	-4.190521e-22	-7.804258e-23
-0.497542211	-4.207452e-22	-6.395381e-23
-0.497481176	-4.219538e-22	-4.986825e-23
-0.497420141	-4.226812e-22	-3.580297e-23
-0.497359106	-4.229313e-22	-2.177477e-23
-0.497298071	-4.227087e-22	-7.800119e-24
-0.497237036	-4.220184e-22	6.104826e-24
-0.497176000	-4.208660e-22	1.992423e-23
-0.497114965	-4.192576e-22	3.364263e-23
-0.497053930	-4.172000e-22	4.724493e-23
-0.496992895	-4.147003e-22	6.071646e-23
-0.496931860	-4.117661e-22	7.404292e-23
-0.496870825	-4.084054e-22	8.721041e-23
-0.496809789	-4.046267e-22	1.002055e-22
-0.496748754	-4.004389e-22	1.130152e-22
-0.496687719	-3.958513e-22	1.256270e-22
-0.496626684	-3.908734e-22	1.380288e-22
-0.496565649	-3.855152e-22	1.502088e-22
-0.496504614	-3.797871e-22	1.621561e-22
-0.496443579	-3.736993e-22	1.738599e-22
-0.496382543	-3.672629e-22	1.853100e-22
-0.496321508	-3.604889e-22	1.964967e-22
-0.496260473	-3.533884e-22	2.074108e-22
-0.496199438	-3.459731e-22	2.180436e-22
-0.496138403	-3.382544e-22	2.283868e-22
-0.496077368	-3.302443e-22	2.384326e-22
-0.496016332	-3.219547e-22	2.481739e-22
-0.495955297	-3.133977e-22	2.576038e-22
-0.495894262	-3.045853e-22	2.667161e-22
-0.495833227	-2.955299e-22	2.755049e-22
-0.495772192	-2.862438e-22	2.839649e-22
-0.495711157	-2.767393e-22	2.920912e-22
-0.495650121	-2.670288e-22	2.998794e-22
-0.495589086	-2.571246e-22	3.073256e-22
-0.495528051	-2.470392e-22	3.144263e-22
-0.495467016	-2.367849e-22	3.211785e-22
-0.495405981	-2.263741e-22	3.275795e-22
-0.495344946	-2.158189e-22	3.336272e-22
-0.495283911	-2.051317e-22	3.393198e-22
-0.495222875	-1.943245e-22	3.446560e-22
-0.495161840	-1.834093e-22	3.496349e-22
-0.495100805	-1.723980e-22	3.542559e-22
-0.495039770	-1.613026e-22	3.585189e-22
-0.494978735	-1.501346e-22	3.624242e-22
-0.494917700	-1.389056e-22	3.659722e-22
-0.494856664	-1.276269e-22	3.691640e-22
-0.494795629	-1.163099e-22	3.720008e-22
-0.494734594	-1.049655e-22	3.744843e-22
-0.494673559	-9.360475e-23	3.766165e-22
-0.494612524	-8.223822e-23	3.783995e-22
-0.494551489	-7.087647e-23	3.798361e-22
-0.494490454	-5.952983e-23	3.809290e-22
-0.494429418	-4.820840e-23	3.816813e-22
-0.494368383	-3.692210e-23	3.820966e-22
-0.494307348	-2.568060e-23	3.821785e-22
-0.494246313	-1.449338e-23	3.819309e-22
-0.494185278	-3.369681e-24	3.813579e-22
-0.494124243	7.681466e-24	3.804640e-22
-0.494063207	1.865127e-23	3.792538e-22
-0.494002172	2.953119e-23	3.777321e-22
-0.493941137	4.031291e-23	3.759039e-22
-0.493880102	5.098835e-23	3.737745e-22
-0.493819067	6.154967e-23	3.713491e-22
-0.493758032	7.198928e-23	3.686333e-22
-0.493696996	8.229982e-23	3.656328e-22
-0.493635961	9.247420e-23	3.623536e-22
-0.493574926	1.025056e-22	3.588015e-22
-0.493513891	1.123873e-22	3.549826e-22
-0.493452856	1.221130e-22	3.509033e-22
-0.493391821	1.316766e-22	3.465698e-22
-0.493330786	1.410722e-22	3.419886e-22
-0.493269750	1.502941e-22	3.371662e-22
-0.493208715	1.593370e-22	3.321092e-22
-0.493147680	1.681957e-22	3.268244e-22
-0.493086645	1.768653e-22	3.213185e-22
-0.493025610	1.853411e-22	3.155984e-22
-0.492964575	1.936187e-22	3.096708e-22
-0.492903539	2.016939e-22	3.035428e-22
-0.492842504	2.095627e-22	2.972213e-22
-0.492781469	2.172214e-22	2.907133e-22
-0.492720434	2.246665e-22	2.840258e-22
-0.492659399	2.318946e-22	2.771659e-22
-0.492598364	2.389026e-22	2.701406e-22
-0.492537329	2.456878e-22	2.629570e-22
-0.492476293	2.522476e-22	2.556222e-22
-0.492415258	2.585793e-22	2.481431e-22
-0.492354223	2.646810e-22	2.405269e-22
-0.492293188	2.705504e-22	2.327806e-22
-0.492232153	2.761859e-22	2.249112e-22
-0.492171118	2.815858e-22	2.169257e-22
-0.492110082	2.867487e-22	2.088310e-22
-0.492049047	2.916733e-22	2.006341e-22
-0.491988012	2.963587e-22	1.923419e-22
-0.491926977	3.008039e-22	1.839611e-22
-0.491865942	3.050084e-22	1.754986e-22
-0.491804907	3.089715e-22	1.669612e-22
-0.491743871	3.126929e-22	1.583554e-22
-0.491682836	3.161726e-22	1.496881e-22
-0.491621801	3.194105e-22	1.409656e-22
-0.491560766	3.224067e-22	1.321946e-22
-0.491499731	3.251617e-22	1.233814e-22
-0.491438696	3.276758e-22	1.145325e-22
-0.491377661	3.299497e-22	1.056542e-22
-0.491316625	3.319841e-22	9.675256e-23
-0.491255590	3.337801e-22	8.783388e-23
-0.491194555	3.353386e-22	7.890420e-23
-0.491133520	3.366608e-22	6.996949e-23
-0.491072485	3.377481e-22	6.103565e-23
-0.491011450	3.386018e-22	5.210852e-23
-0.490950414	3.392237e-22	4.319382e-23
-0.490889379	3.396152e-22	3.429719e-23
-0.490828344	3.397784e-22	2.542420e-23
-0.490767309	3.397150e-22	1.658030e-23
-0.490706274	3.394271e-22	7.770874e-24
-0.490645239	3.389168e-22	-9.988114e-25
-0.490584204	3.381865e-22	-9.723570e-24
-0.490523168	3.372383e-22	-1.839832e-23
-0.490462133	3.360748e-22	-2.701806e-23
-0.490401098	3.346985e-22	-3.557790e-23
-0.490340063	3.331119e-22	-4.407304e-23
-0.490279028	3.313178e-22	-5.249880e-23
-0.490217993	3.293190e-22	-6.085056e-23
-0.490156957	3.271184e-22	-6.912384e-23
-0.490095922	3.247188e-22	-7.731423e-23
-0.490034887	3.221233e-22	-8.541743e-23
-0.489973852	3.193349e-22	-9.342925e-23
-0.489912817	3.163569e-22	-1.013456e-22
-0.489851782	3.131924e-22	-1.091625e-22
-0.489790746	3.098447e-22	-1.168759e-22
-0.489729711	3.063172e-22	-1.244823e-22
-0.489668676	3.026133e-22	-1.319777e-22
-0.489607641	2.987363e-22	-1.393588e-22
-0.489546606	2.946899e-22	-1.466218e-22
-0.489485571	2.904775e-22	-1.537635e-22
-0.489424536	2.861028e-22	-1.607806e-22
-0.489363500	2.815694e-22	-1.676699e-22
-0.489302465	2.768810e-22	-1.744283e-22
-0.489241430	2.720413e-22	-1.810528e-22
-0.489180395	2.670541e-22	-1.875404e-22
-0.489119360	2.619231e-22	-1.938885e-22
-0.489058325	2.566523e-22	-2.000943e-22
-0.488997289	2.512454e-22	-2.061552e-22
-0.488936254	2.457064e-22	-2.120687e-22
-0.488875219	2.400391e-22	-2.178324e-22
-0.488814184	2.342476e-22	-2.234440e-22
-0.488753149	2.283357e-22	-2.289013e-22
-0.488692114	2.223075e-22	-2.342021e-22
-0.488631079	2.161669e-22	-2.393445e-22
-0.488570043	2.099181e-22	-2.443265e-22
-0.488509008	2.035649e-22	-2.491462e-22
-0.488447973	1.971116e-22	-2.538020e-22
-0.488386938	1.905620e-22	-2.582921e-22
-0.488325903	1.839204e-22	-2.626150e-22
-0.488264868	1.771907e-22	-2.667693e-22
-0.488203832	1.703771e-22	-2.707535e-22
-0.488142797	1.634837e-22	-2.745663e-22
-0.488081762	1.565146e-22	-2.782066e-22
-0.488020727	1.494738e-22	-2.816733e-22
-0.487959692	1.423655e-22	-2.849652e-22
-0.487898657	1.351938e-22	-2.880815e-22
-0.487837621	1.279627e-22	-2.910212e-22
-0.487776586	1.206764e-22	-2.937837e-22
-0.487715551	1.133390e-22	-2.963682e-22
-0.487654516	1.059545e-22	-2.987741e-22
-0.487593481	9.852704e-23	-3.010009e-22
-0.487532446	9.106069e-23	-3.030482e-22
-0.487471411	8.355952e-23	-3.049155e-22
-0.487410375	7.602758e-23	-3.066026e-22
-0.487349340	6.846891e-23	-3.081093e-22
-0.487288305	6.088755e-23	-3.094355e-22
-0.487227270	5.328751e-23	-3.105811e-22
-0.487166235	4.567280e-23	-3.115461e-22
-0.487105200	3.804740e-23	-3.123307e-22
-0.487044164	3.041529e-23	-3.129350e-22
-0.486983129	2.278043e-23	-3.133593e-22
-0.486922094	1.514675e-23	-3.136040e-22
-0.486861059	7.518162e-24	-3.136694e-22
-0.486800024	-1.014253e-25	-3.135559e-22
-0.486738989	-7.708139e-24	-3.132643e-22
-0.486677954	-1.529812e-23	-3.127950e-22
-0.486616918	-2.286755e-23	-3.121488e-22
-0.486555883	-3.041261e-23	-3.113264e-22
-0.486494848	-3.792951e-23	-3.103287e-22
-0.486433813	-4.541451e-23	-3.091566e-22
-0.486372778	-5.286387e-23	-3.078110e-22
-0.486311743	-6.027387e-23	-3.062930e-22
-0.486250707	-6.764086e-23	-3.046037e-22
-0.486189672	-7.496116e-23	-3.027442e-22
-0.486128637	-8.223117e-23	-3.007158e-22
-0.486067602	-8.944730e-23	-2.985198e-22
-0.486006567	-9.660598e-23	-2.961576e-22
-0.485945532	-1.037037e-22	-2.936306e-22
-0.485884496	-1.107369e-22	-2.909402e-22
-0.485823461	-1.177023e-22	-2.880881e-22
-0.485762426	-1.245962e-22	-2.850759e-22
-0.485701391	-1.314154e-22	-2.819052e-22
-0.485640356	-1.381565e-22	-2.785778e-22
-0.485579321	-1.448162e-22	-2.750955e-22
-0.485518286	-1.513911e-22	-2.714601e-22
-0.485457250	-1.578781e-22	-2.676736e-22
-0.485396215	-1.642738e-22	-2.637380e-22
-0.485335180	-1.705753e-22	-2.596552e-22
-0.485274145	-1.767792e-22	-2.554275e-22
-0.485213110	-1.828825e-22	-2.510568e-22
-0.485152075	-1.888822e-22	-2.465456e-22
-0.485091039	-1.947753e-22	-2.418959e-22
-0.485030004	-2.005587e-22	-2.371102e-22
-0.484968969	-2.062296e-22	-2.321908e-22
-0.484907934	-2.117851e-22	-2.271401e-22
-0.484846899	-2.172223e-22	-2.219607e-22
-0.484785864	-2.225384e-22	-2.166551e-22
-0.484724829	-2.277307e-22	-2.112258e-22
-0.484663793	-2.327966e-22	-2.056756e-22
-0.484602758	-2.377332e-22	-2.000070e-22
-0.484541723	-2.425381e-22	-1.942230e-22
-0.484480688	-2.472087e-22	-1.883262e-22
-0.484419653	-2.517425e-22	-1.823195e-22
-0.484358618	-2.561369e-22	-1.762058e-22
-0.484297582	-2.603897e-22	-1.699880e-22
-0.484236547	-2.644984e-22	-1.636693e-22
-0.484175512	-2.684608e-22	-1.572525e-22
-0.484114477	-2.722746e-22	-1.507409e-22
-0.484053442	-2.759376e-22	-1.441375e-22
-0.483992407	-2.794476e-22	-1.374455e-22
-0.483931371	-2.828027e-22	-1.306682e-22
-0.483870336	-2.860007e-22	-1.238088e-22
-0.483809301	-2.890397e-22	-1.168708e-22
-0.483748266	-2.919178e-22	-1.098573e-22
-0.483687231	-2.946332e-22	-1.027720e-22
-0.483626196	-2.971839e-22	-9.561816e-23
-0.483565161	-2.995685e-22	-8.839935e-23
-0.483504125	-3.017850e-22	-8.111910e-23
-0.483443090	-3.038320e-22	-7.378100e-23
-0.483382055	-3.057080e-22	-6.638867e-23
-0.483321020	-3.074113e-22	-5.894578e-23
-0.483259985	-3.089407e-22	-5.145603e-23
-0.483198950	-3.102947e-22	-4.392317e-23
-0.483137914	-3.114722e-22	-3.635097e-23
-0.483076879	-3.124719e-22	-2.874326e-23
-0.483015844	-3.132926e-22	-2.110388e-23
-0.482954809	-3.139334e-22	-1.343674e-23
-0.482893774	-3.143931e-22	-5.745745e-24
-0.482832739	-3.146709e-22	1.965136e-24
-0.482771704	-3.147660e-22	9.691912e-24
-0.482710668	-3.146775e-22	1.743056e-23
-0.482649633	-3.144048e-22	2.517702e-23
-0.482588598	-3.139472e-22	3.292721e-23
-0.482527563	-3.133043e-22	4.067701e-23
-0.482466528	-3.124755e-22	4.842228e-23
-0.482405493	-3.114604e-22	5.615885e-23
-0.482344457	-3.102588e-22	6.388251e-23
-0.482283422	-3.088705e-22	7.158904e-23
-0.482222387	-3.072952e-22	7.927420e-23
-0.482161352	-3.055330e-22	8.693372e-23
-0.482100317	-3.035839e-22	9.456329e-23
-0.482039282	-3.014480e-22	1.021586e-22
-0.481978246	-2.991255e-22	1.097153e-22
-0.481917211	-2.966167e-22	1.172291e-22
-0.481856176	-2.939220e-22	1.246956e-22
-0.481795141	-2.910419e-22	1.321104e-22
-0.481734106	-2.879770e-22	1.394691e-22
-0.481673071	-2.847279e-22	1.467673e-22
-0.481612036	-2.812954e-22	1.540006e-22
-0.481551000	-2.776803e-22	1.611645e-22
-0.481489965	-2.738836e-22	1.682547e-22
-0.481428930	-2.699063e-22	1.752666e-22
-0.481367895	-2.657497e-22	1.821958e-22
-0.481306860	-2.614149e-22	1.890379e-22
-0.481245825	-2.569033e-22	1.957884e-22
-0.481184789	-2.522163e-22	2.024428e-22
-0.481123754	-2.473556e-22	2.089967e-22
-0.481062719	-2.423227e-22	2.154457e-22
-0.481001684	-2.371195e-22	2.217853e-22
-0.480940649	-2.317479e-22	2.280111e-22
-0.480879614	-2.262097e-22	2.341187e-22
-0.480818579	-2.205072e-22	2.401036e-22
-0.480757543	-2.146424e-22	2.459615e-22
-0.480696508	-2.086178e-22	2.516880e-22
-0.480635473	-2.024357e-22	2.572788e-22
-0.480574438	-1.960987e-22	2.627295e-22
-0.480513403	-1.896095e-22	2.680357e-22
-0.480452368	-1.829707e-22	2.731933e-22
-0.480391332	-1.761854e-22	2.781981e-22
-0.480330297	-1.692564e-22	2.830456e-22
-0.480269262	-1.621869e-22	2.877319e-22
-0.480208227	-1.549801e-22	2.922528e-22
-0.480147192	-1.476394e-22	2.966040e-22
-0.480086157	-1.401682e-22	3.007817e-22
-0.480025121	-1.325702e-22	3.047818e-22
-0.479964086	-1.248489e-22	3.086004e-22
-0.479903051	-1.170084e-22	3.122334e-22
-0.479842016	-1.090524e-22	3.156772e-22
-0.479780981	-1.009850e-22	3.189278e-22
-0.479719946	-9.281056e-23	3.219817e-22
-0.479658911	-8.453322e-23	3.248351e-22
-0.479597875	-7.615745e-23	3.274844e-22
-0.479536840	-6.768780e-23	3.299262e-22
-0.479475805	-5.912895e-23	3.321570e-22
-0.479414770	-5.048566e-23	3.341734e-22
-0.479353735	-4.176287e-23	3.359722e-22
-0.479292700	-3.296558e-23	3.375503e-22
-0.479231664	-2.409895e-23	3.389044e-22
-0.479170629	-1.516824e-23	3.400318e-22
-0.479109594	-6.178843e-24	3.409294e-22
-0.479048559	2.863746e-24	3.415945e-22
-0.478987524	1.195391e-23	3.420244e-22
-0.478926489	2.108590e-23	3.422166e-22
-0.478865454	3.025390e-23	3.421686e-22
-0.478804418	3.945192e-23	3.418781e-22
-0.478743383	4.867391e-23	3.413430e-22
-0.478682348	5.791368e-23	3.405612e-22
-0.478621313	6.716495e-23	3.395307e-22
-0.478560278	7.642132e-23	3.382498e-22
-0.478499243	8.567629e-23	3.367168e-22
-0.478438207	9.492324e-23	3.349303e-22
-0.478377172	1.041555e-22	3.328889e-22
-0.478316137	1.133662e-22	3.305915e-22
-0.478255102	1.225486e-22	3.280371e-22
-0.478194067	1.316955e-22	3.252247e-22
-0.478133032	1.408000e-22	3.221538e-22
-0.478071996	1.498549e-22	3.188239e-22
-0.478010961	1.588530e-22	3.152346e-22
-0.477949926	1.677868e-22	3.113859e-22
-0.477888891	1.766491e-22	3.072778e-22
-0.477827856	1.854324e-22	3.029105e-22
-0.477766821	1.941291e-22	2.982846e-22
-0.477705786	2.027316e-22	2.934008e-22
-0.477644750	2.112323e-22	2.882598e-22
-0.477583715	2.196236e-22	2.828630e-22
-0.477522680	2.278975e-22	2.772114e-22
-0.477461645	2.360464e-22	2.713068e-22
-0.477400610	2.440625e-22	2.651508e-22
-0.477339575	2.519378e-22	2.587456e-22
-0.477278539	2.596645e-22	2.520933e-22
-0.477217504	2.672347e-22	2.451965e-22
-0.477156469	2.746404e-22	2.380578e-22
-0.477095434	2.818739e-22	2.306803e-22
-0.477034399	2.889271e-22	2.230672e-22
-0.476973364	2.957921e-22	2.152220e-22
-0.476912329	3.024611e-22	2.071485e-22
-0.476851293	3.089263e-22	1.988506e-22
-0.476790258	3.151797e-22	1.903328e-22
-0.476729223	3.212136e-22	1.815995e-22
-0.476668188	3.270204e-22	1.726555e-22
-0.476607153	3.325922e-22	1.635060e-22
-0.476546118	3.379216e-22	1.541564e-22
-0.476485082	3.430010e-22	1.446124e-22
-0.476424047	3.478229e-22	1.348798e-22
-0.476363012	3.523800e-22	1.249649e-22
-0.476301977	3.566651e-22	1.148743e-22
-0.476240942	3.606712e-22	1.046146e-22
-0.476179907	3.643911e-22	9.419308e-23
-0.476118871	3.678182e-22	8.361701e-23
-0.476057836	3.709456e-22	7.289406e-23
-0.475996801	3.737668e-22	6.203218e-23
-0.475935766	3.762756e-22	5.103960e-23
-0.475874731	3.784658e-22	3.992479e-23
-0.475813696	3.803313e-22	2.869656e-23
-0.475752661	3.818664e-22	1.736396e-23
-0.475691625	3.830657e-22	5.936335e-24
-0.475630590	3.839237e-22	-5.576693e-24
-0.475569555	3.844354e-22	-1.716525e-23
-0.475508520	3.845962e-22	-2.881920e-23
-0.475447485	3.844013e-22	-4.052815e-23
-0.475386450	3.838466e-22	-5.228144e-23
-0.475325414	3.829281e-22	-6.406816e-23
-0.475264379	3.816423e-22	-7.587716e-23
-0.475203344	3.799857e-22	-8.769705e-23
-0.475142309	3.779555e-22	-9.951623e-23
-0.475081274	3.755489e-22	-1.113229e-22
-0.475020239	3.727638e-22	-1.231050e-22
-0.474959204	3.695983e-22	-1.348503e-22
-0.474898168	3.660507e-22	-1.465463e-22
-0.474837133	3.621201e-22	-1.581806e-22
-0.474776098	3.578057e-22	-1.697402e-22
-0.474715063	3.531073e-22	-1.812123e-22
-0.474654028	3.480249e-22	-1.925838e-22
-0.474592993	3.425593e-22	-2.038415e-22
-0.474531957	3.367114e-22	-2.149722e-22
-0.474470922	3.304828e-22	-2.259622e-22
-0.474409887	3.238754e-22	-2.367983e-22
-0.474348852	3.168918e-22	-2.474668e-22
-0.474287817	3.095349e-22	-2.579541e-22
-0.474226782	3.018081e-22	-2.682465e-22
-0.474165746	2.937156e-22	-2.783305e-22
-0.474104711	2.852618e-22	-2.881923e-22
-0.474043676	2.764516e-22	-2.978183e-22
-0.473982641	2.672908e-22	-3.071950e-22
-0.473921606	2.577853e-22	-3.163087e-22
-0.473860571	2.479418e-22	-3.251461e-22
-0.473799536	2.377675e-22	-3.336939e-22
-0.473738500	2.272702e-22	-3.419387e-22
-0.473677465	2.164581e-22	-3.498677e-22
-0.473616430	2.053400e-22	-3.574680e-22
-0.473555395	1.939254e-22	-3.647267e-22
-0.473494360	1.822241e-22	-3.716316e-22
-0.473433325	1.702467e-22	-3.781705e-22
-0.473372289	1.580041e-22	-3.843313e-22
-0.473311254	1.455080e-22	-3.901026e-22
-0.473250219	1.327704e-22	-3.954730e-22
-0.473189184	1.198040e-22	-4.004316e-22
-0.473128149	1.066219e-22	-4.049677e-22
-0.473067114	9.323775e-23	-4.090713e-22
-0.473006079	7.966575e-23	-4.127326e-22
-0.472945043	6.592055e-23	-4.159424e-22
-0.472884008	5.201727e-23	-4.186917e-22
-0.472822973	3.797150e-23	-4.209724e-22
-0.472761938	2.379927e-23	-4.227766e-22
-0.472700903	9.517041e-24	-4.240971e-22
-0.472639868	-4.858315e-24	-4.249273e-22
-0.472578832	-1.930952e-23	-4.252611e-22
-0.472517797	-3.381894e-23	-4.250931e-22
-0.472456762	-4.836859e-23	-4.244185e-22
-0.472395727	-6.294019e-23	-4.232331e-22
-0.472334692	-7.751512e-23	-4.215336e-22
-0.472273657	-9.207449e-23	-4.193173e-22
-0.472212621	-1.065992e-22	-4.165820e-22
-0.472151586	-1.210699e-22	-4.133267e-22
-0.472090551	-1.354670e-22	-4.095506e-22
-0.472029516	-1.497710e-22	-4.052542e-22
-0.471968481	-1.639619e-22	-4.004384e-22
-0.471907446	-1.780200e-22	-3.951052e-22
-0.471846411	-1.919252e-22	-3.892572e-22
-0.471785375	-2.056576e-22	-3.828978e-22
-0.471724340	-2.191972e-22	-3.760314e-22
-0.471663305	-2.325242e-22	-3.686632e-22
-0.471602270	-2.456188e-22	-3.607990e-22
-0.471541235	-2.584612e-22	-3.524458e-22
-0.471480200	-2.710319e-22	-3.436111e-22
-0.471419164	-2.833117e-22	-3.343035e-22
-0.471358129	-2.952815e-22	-3.245324e-22
-0.471297094	-3.069225e-22	-3.143078e-22
-0.471236059	-3.182162e-22	-3.036408e-22
-0.471175024	-3.291445e-22	-2.925431e-22
-0.471113989	-3.396899e-22	-2.810275e-22
-0.471052954	-3.498349e-22	-2.691072e-22
-0.470991918	-3.595628e-22	-2.567966e-22
-0.470930883	-3.688575e-22	-2.441104e-22
-0.470869848	-3.777030e-22	-2.310644e-22
-0.470808813	-3.860845e-22	-2.176749e-22
-0.470747778	-3.939873e-22	-2.039592e-22
-0.470686743	-4.013976e-22	-1.899348e-22
-0.470625707	-4.083024e-22	-1.756202e-22
-0.470564672	-4.146892e-22	-1.610345e-22
-0.470503637	-4.205464e-22	-1.461972e-22
-0.470442602	-4.258631e-22	-1.311284e-22
-0.470381567	-4.306293e-22	-1.158489e-22
-0.470320532	-4.348359e-22	-1.003796e-22
-0.470259496	-4.384745e-22	-8.474231e-23
-0.470198461	-4.415377e-22	-6.895888e-23
-0.470137426	-4.440190e-22	-5.305167e-23
-0.470076391	-4.459128e-22	-3.704333e-23
-0.470015356	-4.472146e-22	-2.095681e-23
-0.469954321	-4.479206e-22	-4.815249e-24
-0.469893286	-4.480283e-22	1.135799e-23
-0.469832250	-4.475359e-22	2.753941e-23
-0.469771215	-4.464427e-22	4.370543e-23
-0.469710180	-4.447491e-22	5.983240e-23
-0.469649145	-4.424564e-22	7.589668e-23
-0.469588110	-4.395670e-22	9.187467e-23
-0.469527075	-4.360842e-22	1.077429e-22
-0.469466039	-4.320124e-22	1.234779e-22
-0.469405004	-4.273568e-22	1.390566e-22
-0.469343969	-4.221240e-22	1.544560e-22
-0.469282934	-4.163211e-22	1.696535e-22
-0.469221899	-4.099564e-22	1.846266e-22
-0.469160864	-4.030392e-22	1.993535e-22
-0.469099829	-3.955797e-22	2.138125e-22
-0.469038793	-3.875889e-22	2.279826e-22
-0.468977758	-3.790787e-22	2.418432e-22
-0.468916723	-3.700620e-22	2.553742e-22
-0.468855688	-3.605524e-22	2.685560e-22
-0.468794653	-3.505643e-22	2.813700e-22
-0.468733618	-3.401131e-22	2.937977e-22
-0.468672582	-3.292146e-22	3.058218e-22
-0.468611547	-3.178855e-22	3.174254e-22
-0.468550512	-3.061432e-22	3.285925e-22
-0.468489477	-2.940057e-22	3.393077e-22
-0.468428442	-2.814914e-22	3.495566e-22
-0.468367407	-2.686196e-22	3.593256e-22
-0.468306371	-2.554100e-22	3.686018e-22
-0.468245336	-2.418825e-22	3.773734e-22
-0.468184301	-2.280578e-22	3.856294e-22
-0.468123266	-2.139567e-22	3.933596e-22
-0.468062231	-1.996007e-22	4.005548e-22
-0.468001196	-1.850112e-22	4.072068e-22
-0.467940161	-1.702101e-22	4.133083e-22
