# time (s)	h_+ (strain)	h_x (strain)
-1.391768286	-1.749521e-22	1.153841e-22
-1.391707250	-1.731895e-22	1.177669e-22
-1.391646215	-1.713979e-22	1.201241e-22
-1.391585180	-1.695773e-22	1.224554e-22
-1.391524145	-1.677283e-22	1.247607e-22
-1.391463110	-1.658511e-22	1.270396e-22
-1.391402075	-1.639460e-22	1.292918e-22
-1.391341039	-1.620135e-22	1.315171e-22
-1.391280004	-1.600537e-22	1.337152e-22
-1.391218969	-1.580672e-22	1.358859e-22
-1.391157934	-1.560542e-22	1.380289e-22
-1.391096899	-1.540150e-22	1.401439e-22
-1.391035864	-1.519501e-22	1.422307e-22
-1.390974829	-1.498597e-22	1.442890e-22
-1.390913793	-1.477442e-22	1.463187e-22
-1.390852758	-1.456040e-22	1.483194e-22
-1.390791723	-1.434393e-22	1.502909e-22
-1.390730688	-1.412506e-22	1.522330e-22
-1.390669653	-1.390381e-22	1.541454e-22
-1.390608618	-1.368023e-22	1.560280e-22
-1.390547582	-1.345435e-22	1.578804e-22
-1.390486547	-1.322620e-22	1.597025e-22
-1.390425512	-1.299583e-22	1.614940e-22
-1.390364477	-1.276325e-22	1.632548e-22
-1.390303442	-1.252852e-22	1.649845e-22
-1.390242407	-1.229166e-22	1.666830e-22
-1.390181371	-1.205271e-22	1.683501e-22
-1.390120336	-1.181171e-22	1.699856e-22
-1.390059301	-1.156870e-22	1.715893e-22
-1.389998266	-1.132370e-22	1.731609e-22
-1.389937231	-1.107676e-22	1.747002e-22
-1.389876196	-1.082790e-22	1.762071e-22
-1.389815161	-1.057718e-22	1.776814e-22
-1.389754125	-1.032462e-22	1.791229e-22
-1.389693090	-1.007026e-22	1.805313e-22
-1.389632055	-9.814133e-23	1.819066e-22
-1.389571020	-9.556282e-23	1.832484e-22
-1.389509985	-9.296743e-23	1.845567e-22
-1.389448950	-9.035550e-23	1.858312e-22
-1.389387914	-8.772742e-23	1.870718e-22
-1.389326879	-8.508355e-23	1.882783e-22
-1.389265844	-8.242428e-23	1.894505e-22
-1.389204809	-7.974997e-23	1.905883e-22
-1.389143774	-7.706099e-23	1.916915e-22
-1.389082739	-7.435774e-23	1.927598e-22
-1.389021704	-7.164057e-23	1.937933e-22
-1.388960668	-6.890988e-23	1.947917e-22
-1.388899633	-6.616605e-23	1.957548e-22
-1.388838598	-6.340945e-23	1.966824e-22
-1.388777563	-6.064047e-23	1.975746e-22
-1.388716528	-5.785949e-23	1.984310e-22
-1.388655493	-5.506690e-23	1.992516e-22
-1.388594457	-5.226310e-23	2.000361e-22
-1.388533422	-4.944845e-23	2.007845e-22
-1.388472387	-4.662337e-23	2.014967e-22
-1.388411352	-4.378823e-23	2.021724e-22
-1.388350317	-4.094344e-23	2.028115e-22
-1.388289282	-3.808938e-23	2.034140e-22
-1.388228246	-3.522646e-23	2.039796e-22
-1.388167211	-3.235507e-23	2.045083e-22
-1.388106176	-2.947562e-23	2.049999e-22
-1.388045141	-2.658849e-23	2.054543e-22
-1.387984106	-2.369411e-23	2.058715e-22
-1.387923071	-2.079287e-23	2.062512e-22
-1.387862036	-1.788518e-23	2.065933e-22
-1.387801000	-1.497144e-23	2.068978e-22
-1.387739965	-1.205207e-23	2.071645e-22
-1.387678930	-9.127481e-24	2.073934e-22
-1.387617895	-6.198082e-24	2.075843e-22
-1.387556860	-3.264289e-24	2.077371e-22
-1.387495825	-3.265210e-25	2.078517e-22
-1.387434789	2.614804e-24	2.079281e-22
-1.387373754	5.559264e-24	2.079661e-22
-1.387312719	8.506436e-24	2.079657e-22
-1.387251684	1.145590e-23	2.079267e-22
-1.387190649	1.440721e-23	2.078491e-22
-1.387129614	1.735997e-23	2.077328e-22
-1.387068579	2.031372e-23	2.075778e-22
-1.387007543	2.326803e-23	2.073839e-22
-1.386946508	2.622248e-23	2.071510e-22
-1.386885473	2.917662e-23	2.068792e-22
-1.386824438	3.213002e-23	2.065683e-22
-1.386763403	3.508224e-23	2.062182e-22
-1.386702368	3.803283e-23	2.058290e-22
-1.386641332	4.098134e-23	2.054006e-22
-1.386580297	4.392733e-23	2.049328e-22
-1.386519262	4.687035e-23	2.044257e-22
-1.386458227	4.980994e-23	2.038793e-22
-1.386397192	5.274566e-23	2.032933e-22
-1.386336157	5.567704e-23	2.026680e-22
-1.386275121	5.860363e-23	2.020031e-22
-1.386214086	6.152496e-23	2.012986e-22
-1.386153051	6.444057e-23	2.005546e-22
-1.386092016	6.734999e-23	1.997710e-22
-1.386030981	7.025276e-23	1.989478e-22
-1.385969946	7.314840e-23	1.980849e-22
-1.385908911	7.603644e-23	1.971824e-22
-1.385847875	7.891640e-23	1.962403e-22
-1.385786840	8.178782e-23	1.952584e-22
-1.385725805	8.465020e-23	1.942369e-22
-1.385664770	8.750307e-23	1.931758e-22
-1.385603735	9.034593e-23	1.920749e-22
-1.385542700	9.317831e-23	1.909344e-22
-1.385481664	9.599971e-23	1.897543e-22
-1.385420629	9.880964e-23	1.885346e-22
-1.385359594	1.016076e-22	1.872752e-22
-1.385298559	1.043931e-22	1.859763e-22
-1.385237524	1.071656e-22	1.846378e-22
-1.385176489	1.099247e-22	1.832599e-22
-1.385115454	1.126698e-22	1.818425e-22
-1.385054418	1.154004e-22	1.803856e-22
-1.384993383	1.181160e-22	1.788895e-22
-1.384932348	1.208161e-22	1.773540e-22
-1.384871313	1.235002e-22	1.757792e-22
-1.384810278	1.261678e-22	1.741653e-22
-1.384749243	1.288183e-22	1.725123e-22
-1.384688207	1.314512e-22	1.708202e-22
-1.384627172	1.340660e-22	1.690892e-22
-1.384566137	1.366622e-22	1.673193e-22
-1.384505102	1.392393e-22	1.655107e-22
-1.384444067	1.417966e-22	1.636633e-22
-1.384383032	1.443337e-22	1.617774e-22
-1.384321996	1.468501e-22	1.598530e-22
-1.384260961	1.493451e-22	1.578903e-22
-1.384199926	1.518183e-22	1.558894e-22
-1.384138891	1.542691e-22	1.538504e-22
-1.384077856	1.566969e-22	1.517734e-22
-1.384016821	1.591013e-22	1.496585e-22
-1.383955786	1.614816e-22	1.475060e-22
-1.383894750	1.638373e-22	1.453160e-22
-1.383833715	1.661679e-22	1.430887e-22
-1.383772680	1.684728e-22	1.408241e-22
-1.383711645	1.707514e-22	1.385225e-22
-1.383650610	1.730031e-22	1.361841e-22
-1.383589575	1.752275e-22	1.338090e-22
-1.383528539	1.774239e-22	1.313974e-22
-1.383467504	1.795917e-22	1.289496e-22
-1.383406469	1.817305e-22	1.264657e-22
-1.383345434	1.838396e-22	1.239460e-22
-1.383284399	1.859184e-22	1.213906e-22
-1.383223364	1.879664e-22	1.187999e-22
-1.383162329	1.899830e-22	1.161741e-22
-1.383101293	1.919676e-22	1.135133e-22
-1.383040258	1.939197e-22	1.108179e-22
-1.382979223	1.958386e-22	1.080882e-22
-1.382918188	1.977237e-22	1.053243e-22
-1.382857153	1.995746e-22	1.025267e-22
-1.382796118	2.013905e-22	9.969547e-23
-1.382735082	2.031709e-22	9.683104e-23
-1.382674047	2.049152e-22	9.393368e-23
-1.382613012	2.066229e-22	9.100370e-23
-1.382551977	2.082933e-22	8.804144e-23
-1.382490942	2.099257e-22	8.504722e-23
-1.382429907	2.115198e-22	8.202139e-23
-1.382368871	2.130748e-22	7.896431e-23
-1.382307836	2.145901e-22	7.587633e-23
-1.382246801	2.160651e-22	7.275783e-23
-1.382185766	2.174993e-22	6.960919e-23
-1.382124731	2.188921e-22	6.643081e-23
-1.382063696	2.202428e-22	6.322308e-23
-1.382002661	2.215509e-22	5.998643e-23
-1.381941625	2.228157e-22	5.672128e-23
-1.381880590	2.240367e-22	5.342807e-23
-1.381819555	2.252132e-22	5.010722e-23
-1.381758520	2.263447e-22	4.675921e-23
-1.381697485	2.274306e-22	4.338449e-23
-1.381636450	2.284702e-22	3.998354e-23
-1.381575414	2.294630e-22	3.655686e-23
-1.381514379	2.304083e-22	3.310494e-23
-1.381453344	2.313056e-22	2.962829e-23
-1.381392309	2.321543e-22	2.612745e-23
-1.381331274	2.329538e-22	2.260294e-23
-1.381270239	2.337035e-22	1.905532e-23
-1.381209204	2.344028e-22	1.548514e-23
-1.381148168	2.350511e-22	1.189299e-23
-1.381087133	2.356479e-22	8.279448e-24
-1.381026098	2.361925e-22	4.645114e-24
-1.380965063	2.366844e-22	9.905992e-25
-1.380904028	2.371229e-22	-2.683472e-24
-1.380842993	2.375076e-22	-6.376465e-24
-1.380781957	2.378379e-22	-1.008773e-23
-1.380720922	2.381131e-22	-1.381660e-23
-1.380659887	2.383327e-22	-1.756241e-23
-1.380598852	2.384961e-22	-2.132446e-23
-1.380537817	2.386028e-22	-2.510204e-23
-1.380476782	2.386523e-22	-2.889445e-23
-1.380415746	2.386439e-22	-3.270094e-23
-1.380354711	2.385772e-22	-3.652077e-23
-1.380293676	2.384515e-22	-4.035318e-23
-1.380232641	2.382664e-22	-4.419738e-23
-1.380171606	2.380213e-22	-4.805260e-23
-1.380110571	2.377157e-22	-5.191801e-23
-1.380049536	2.373491e-22	-5.579281e-23
-1.379988500	2.369210e-22	-5.967615e-23
-1.379927465	2.364308e-22	-6.356719e-23
-1.379866430	2.358781e-22	-6.746505e-23
-1.379805395	2.352624e-22	-7.136886e-23
-1.379744360	2.345832e-22	-7.527772e-23
-1.379683325	2.338400e-22	-7.919071e-23
-1.379622289	2.330323e-22	-8.310692e-23
-1.379561254	2.321597e-22	-8.702539e-23
-1.379500219	2.312217e-22	-9.094517e-23
-1.379439184	2.302179e-22	-9.486528e-23
-1.379378149	2.291478e-22	-9.878473e-23
-1.379317114	2.280111e-22	-1.027025e-22
-1.379256079	2.268072e-22	-1.066176e-22
-1.379195043	2.255359e-22	-1.105289e-22
-1.379134008	2.241967e-22	-1.144355e-22
-1.379072973	2.227893e-22	-1.183361e-22
-1.379011938	2.213132e-22	-1.222298e-22
-1.378950903	2.197682e-22	-1.261154e-22
-1.378889868	2.181539e-22	-1.299919e-22
-1.378828832	2.164699e-22	-1.338580e-22
-1.378767797	2.147159e-22	-1.377126e-22
-1.378706762	2.128917e-22	-1.415545e-22
-1.378645727	2.109969e-22	-1.453825e-22
-1.378584692	2.090314e-22	-1.491955e-22
-1.378523657	2.069947e-22	-1.529922e-22
-1.378462621	2.048867e-22	-1.567713e-22
-1.378401586	2.027072e-22	-1.605316e-22
-1.378340551	2.004560e-22	-1.642718e-22
-1.378279516	1.981328e-22	-1.679907e-22
-1.378218481	1.957375e-22	-1.716868e-22
-1.378157446	1.932700e-22	-1.753590e-22
-1.378096411	1.907301e-22	-1.790058e-22
-1.378035375	1.881177e-22	-1.826258e-22
-1.377974340	1.854328e-22	-1.862177e-22
-1.377913305	1.826752e-22	-1.897802e-22
-1.377852270	1.798449e-22	-1.933117e-22
-1.377791235	1.769419e-22	-1.968109e-22
-1.377730200	1.739662e-22	-2.002762e-22
-1.377669164	1.709177e-22	-2.037064e-22
-1.377608129	1.677967e-22	-2.070998e-22
-1.377547094	1.646030e-22	-2.104549e-22
-1.377486059	1.613369e-22	-2.137704e-22
-1.377425024	1.579984e-22	-2.170446e-22
-1.377363989	1.545877e-22	-2.202760e-22
-1.377302954	1.511050e-22	-2.234631e-22
-1.377241918	1.475505e-22	-2.266042e-22
-1.377180883	1.439243e-22	-2.296979e-22
-1.377119848	1.402269e-22	-2.327424e-22
-1.377058813	1.364584e-22	-2.357363e-22
-1.376997778	1.326193e-22	-2.386778e-22
-1.376936743	1.287098e-22	-2.415654e-22
-1.376875707	1.247304e-22	-2.443973e-22
-1.376814672	1.206814e-22	-2.471720e-22
-1.376753637	1.165634e-22	-2.498877e-22
-1.376692602	1.123768e-22	-2.525427e-22
-1.376631567	1.081223e-22	-2.551355e-22
-1.376570532	1.038002e-22	-2.576642e-22
-1.376509496	9.941129e-23	-2.601271e-22
-1.376448461	9.495616e-23	-2.625225e-22
-1.376387426	9.043551e-23	-2.648487e-22
-1.376326391	8.585006e-23	-2.671039e-22
-1.376265356	8.120056e-23	-2.692864e-22
-1.376204321	7.648782e-23	-2.713944e-22
-1.376143286	7.171270e-23	-2.734262e-22
-1.376082250	6.687607e-23	-2.753800e-22
-1.376021215	6.197888e-23	-2.772540e-22
-1.375960180	5.702211e-23	-2.790464e-22
-1.375899145	5.200677e-23	-2.807555e-22
-1.375838110	4.693395e-23	-2.823794e-22
-1.375777075	4.180475e-23	-2.839164e-22
-1.375716039	3.662035e-23	-2.853647e-22
-1.375655004	3.138197e-23	-2.867226e-22
-1.375593969	2.609085e-23	-2.879881e-22
-1.375532934	2.074833e-23	-2.891597e-22
-1.375471899	1.535576e-23	-2.902354e-22
-1.375410864	9.914570e-24	-2.912135e-22
-1.375349829	4.426226e-24	-2.920922e-22
-1.375288793	-1.107744e-24	-2.928699e-22
-1.375227758	-6.685764e-24	-2.935447e-22
-1.375166723	-1.230620e-23	-2.941148e-22
-1.375105688	-1.796736e-23	-2.945787e-22
-1.375044653	-2.366751e-23	-2.949345e-22
-1.374983618	-2.940484e-23	-2.951806e-22
-1.374922582	-3.517749e-23	-2.953153e-22
-1.374861547	-4.098354e-23	-2.953369e-22
-1.374800512	-4.682102e-23	-2.952438e-22
-1.374739477	-5.268788e-23	-2.950343e-22
-1.374678442	-5.858203e-23	-2.947068e-22
-1.374617407	-6.450131e-23	-2.942598e-22
-1.374556371	-7.044352e-23	-2.936917e-22
-1.374495336	-7.640637e-23	-2.930010e-22
-1.374434301	-8.238752e-23	-2.921862e-22
-1.374373266	-8.838458e-23	-2.912459e-22
-1.374312231	-9.439507e-23	-2.901785e-22
-1.374251196	-1.004165e-22	-2.889827e-22
-1.374190161	-1.064462e-22	-2.876572e-22
-1.374129125	-1.124816e-22	-2.862006e-22
-1.374068090	-1.185199e-22	-2.846117e-22
-1.374007055	-1.245584e-22	-2.828892e-22
-1.373946020	-1.305943e-22	-2.810319e-22
-1.373884985	-1.366245e-22	-2.790388e-22
-1.373823950	-1.426463e-22	-2.769087e-22
-1.373762914	-1.486565e-22	-2.746406e-22
-1.373701879	-1.546520e-22	-2.722335e-22
-1.373640844	-1.606297e-22	-2.696865e-22
-1.373579809	-1.665864e-22	-2.669988e-22
-1.373518774	-1.725188e-22	-2.641696e-22
-1.373457739	-1.784235e-22	-2.611981e-22
-1.373396704	-1.842973e-22	-2.580837e-22
-1.373335668	-1.901365e-22	-2.548259e-22
-1.373274633	-1.959378e-22	-2.514241e-22
-1.373213598	-2.016975e-22	-2.478779e-22
-1.373152563	-2.074120e-22	-2.441869e-22
-1.373091528	-2.130777e-22	-2.403510e-22
-1.373030493	-2.186908e-22	-2.363698e-22
-1.372969457	-2.242475e-22	-2.322434e-22
-1.372908422	-2.297440e-22	-2.279717e-22
-1.372847387	-2.351764e-22	-2.235548e-22
-1.372786352	-2.405408e-22	-2.189930e-22
-1.372725317	-2.458332e-22	-2.142864e-22
-1.372664282	-2.510497e-22	-2.094357e-22
-1.372603246	-2.561861e-22	-2.044411e-22
-1.372542211	-2.612383e-22	-1.993034e-22
-1.372481176	-2.662023e-22	-1.940233e-22
-1.372420141	-2.710738e-22	-1.886016e-22
-1.372359106	-2.758487e-22	-1.830393e-22
-1.372298071	-2.805228e-22	-1.773375e-22
-1.372237036	-2.850918e-22	-1.714974e-22
-1.372176000	-2.895514e-22	-1.655203e-22
-1.372114965	-2.938974e-22	-1.594077e-22
-1.372053930	-2.981255e-22	-1.531612e-22
-1.371992895	-3.022313e-22	-1.467824e-22
-1.371931860	-3.062106e-22	-1.402734e-22
-1.371870825	-3.100591e-22	-1.336360e-22
-1.371809789	-3.137724e-22	-1.268724e-22
-1.371748754	-3.173462e-22	-1.199849e-22
-1.371687719	-3.207762e-22	-1.129760e-22
-1.371626684	-3.240582e-22	-1.058482e-22
-1.371565649	-3.271878e-22	-9.860431e-23
-1.371504614	-3.301610e-22	-9.124711e-23
-1.371443579	-3.329733e-22	-8.377968e-23
-1.371382543	-3.356207e-22	-7.620521e-23
-1.371321508	-3.380991e-22	-6.852705e-23
-1.371260473	-3.404043e-22	-6.074869e-23
-1.371199438	-3.425323e-22	-5.287380e-23
-1.371138403	-3.444792e-22	-4.490617e-23
-1.371077368	-3.462410e-22	-3.684980e-23
-1.371016332	-3.478138e-22	-2.870882e-23
-1.370955297	-3.491941e-22	-2.048752e-23
-1.370894262	-3.503779e-22	-1.219035e-23
-1.370833227	-3.513618e-22	-3.821907e-24
-1.370772192	-3.521422e-22	4.613038e-24
-1.370711157	-3.527158e-22	1.310955e-23
-1.370650121	-3.530792e-22	2.166256e-23
-1.370589086	-3.532293e-22	3.026682e-23
-1.370528051	-3.531631e-22	3.891696e-23
-1.370467016	-3.528775e-22	4.760744e-23
-1.370405981	-3.523699e-22	5.633258e-23
-1.370344946	-3.516376e-22	6.508653e-23
-1.370283911	-3.506780e-22	7.386333e-23
-1.370222875	-3.494889e-22	8.265686e-23
-1.370161840	-3.480681e-22	9.146088e-23
-1.370100805	-3.464135e-22	1.002690e-22
-1.370039770	-3.445234e-22	1.090748e-22
-1.369978735	-3.423962e-22	1.178714e-22
-1.369917700	-3.400303e-22	1.266524e-22
-1.369856664	-3.374245e-22	1.354106e-22
-1.369795629	-3.345779e-22	1.441393e-22
-1.369734594	-3.314894e-22	1.528313e-22
-1.369673559	-3.281587e-22	1.614794e-22
-1.369612524	-3.245852e-22	1.700764e-22
-1.369551489	-3.207687e-22	1.786150e-22
-1.369490454	-3.167095e-22	1.870877e-22
-1.369429418	-3.124077e-22	1.954872e-22
-1.369368383	-3.078640e-22	2.038058e-22
-1.369307348	-3.030791e-22	2.120360e-22
-1.369246313	-2.980542e-22	2.201701e-22
-1.369185278	-2.927905e-22	2.282006e-22
-1.369124243	-2.872897e-22	2.361197e-22
-1.369063207	-2.815536e-22	2.439197e-22
-1.369002172	-2.755844e-22	2.515931e-22
-1.368941137	-2.693844e-22	2.591320e-22
-1.368880102	-2.629563e-22	2.665288e-22
-1.368819067	-2.563032e-22	2.737760e-22
-1.368758032	-2.494282e-22	2.808659e-22
-1.368696996	-2.423348e-22	2.877910e-22
-1.368635961	-2.350270e-22	2.945438e-22
-1.368574926	-2.275087e-22	3.011169e-22
-1.368513891	-2.197843e-22	3.075031e-22
-1.368452856	-2.118585e-22	3.136950e-22
-1.368391821	-2.037362e-22	3.196856e-22
-1.368330786	-1.954227e-22	3.254680e-22
-1.368269750	-1.869234e-22	3.310352e-22
-1.368208715	-1.782440e-22	3.363806e-22
-1.368147680	-1.693907e-22	3.414976e-22
-1.368086645	-1.603697e-22	3.463798e-22
-1.368025610	-1.511875e-22	3.510212e-22
-1.367964575	-1.418510e-22	3.554156e-22
-1.367903539	-1.323672e-22	3.595573e-22
-1.367842504	-1.227434e-22	3.634408e-22
-1.367781469	-1.129871e-22	3.670606e-22
-1.367720434	-1.031062e-22	3.704116e-22
-1.367659399	-9.310859e-23	3.734891e-22
-1.367598364	-8.300245e-23	3.762884e-22
-1.367537329	-7.279619e-23	3.788052e-22
-1.367476293	-6.249840e-23	3.810354e-22
-1.367415258	-5.211785e-23	3.829754e-22
-1.367354223	-4.166346e-23	3.846215e-22
-1.367293188	-3.114434e-23	3.859708e-22
-1.367232153	-2.056973e-23	3.870203e-22
-1.367171118	-9.949004e-24	3.877676e-22
-1.367110082	7.083327e-25	3.882105e-22
-1.367049047	1.139268e-23	3.883470e-22
-1.366988012	2.209433e-23	3.881758e-22
-1.366926977	3.280350e-23	3.876957e-22
-1.366865942	4.351033e-23	3.869058e-22
-1.366804907	5.420493e-23	3.858057e-22
-1.366743871	6.487734e-23	3.843954e-22
-1.366682836	7.551760e-23	3.826750e-22
-1.366621801	8.611572e-23	3.806453e-22
-1.366560766	9.666175e-23	3.783072e-22
-1.366499731	1.071457e-22	3.756621e-22
-1.366438696	1.175577e-22	3.727117e-22
-1.366377661	1.278879e-22	3.694581e-22
-1.366316625	1.381265e-22	3.659038e-22
-1.366255590	1.482638e-22	3.620515e-22
-1.366194555	1.582901e-22	3.579045e-22
-1.366133520	1.681960e-22	3.534663e-22
-1.366072485	1.779721e-22	3.487407e-22
-1.366011450	1.876091e-22	3.437320e-22
-1.365950414	1.970980e-22	3.384447e-22
-1.365889379	2.064299e-22	3.328836e-22
-1.365828344	2.155961e-22	3.270540e-22
-1.365767309	2.245880e-22	3.209615e-22
-1.365706274	2.333974e-22	3.146117e-22
-1.365645239	2.420160e-22	3.080109e-22
-1.365584204	2.504362e-22	3.011655e-22
-1.365523168	2.586502e-22	2.940820e-22
-1.365462133	2.666508e-22	2.867676e-22
-1.365401098	2.744307e-22	2.792293e-22
-1.365340063	2.819833e-22	2.714746e-22
-1.365279028	2.893021e-22	2.635113e-22
-1.365217993	2.963807e-22	2.553471e-22
-1.365156957	3.032132e-22	2.469902e-22
-1.365095922	3.097942e-22	2.384489e-22
-1.365034887	3.161182e-22	2.297317e-22
-1.364973852	3.221802e-22	2.208471e-22
-1.364912817	3.279758e-22	2.118039e-22
-1.364851782	3.335005e-22	2.026111e-22
-1.364790746	3.387504e-22	1.932778e-22
-1.364729711	3.437218e-22	1.838129e-22
-1.364668676	3.484116e-22	1.742258e-22
-1.364607641	3.528166e-22	1.645259e-22
-1.364546606	3.569344e-22	1.547223e-22
-1.364485571	3.607628e-22	1.448247e-22
-1.364424536	3.642997e-22	1.348424e-22
-1.364363500	3.675437e-22	1.247849e-22
-1.364302465	3.704936e-22	1.146617e-22
-1.364241430	3.731485e-22	1.044822e-22
-1.364180395	3.755078e-22	9.425597e-23
-1.364119360	3.775715e-22	8.399234e-23
-1.364058325	3.793396e-22	7.370070e-23
-1.363997289	3.808126e-22	6.339034e-23
-1.363936254	3.819913e-22	5.307048e-23
-1.363875219	3.828769e-22	4.275026e-23
-1.363814184	3.834707e-22	3.243873e-23
-1.363753149	3.837745e-22	2.214481e-23
-1.363692114	3.837903e-22	1.187729e-23
-1.363631079	3.835204e-22	1.644862e-24
-1.363570043	3.829675e-22	-8.543949e-24
-1.363509008	3.821344e-22	-1.868076e-23
-1.363447973	3.810242e-22	-2.875737e-23
-1.363386938	3.796403e-22	-3.876573e-23
-1.363325903	3.779865e-22	-4.869797e-23
-1.363264868	3.760665e-22	-5.854640e-23
-1.363203832	3.738845e-22	-6.830354e-23
-1.363142797	3.714448e-22	-7.796212e-23
-1.363081762	3.687520e-22	-8.751504e-23
-1.363020727	3.658107e-22	-9.695544e-23
-1.362959692	3.626259e-22	-1.062767e-22
-1.362898657	3.592027e-22	-1.154723e-22
-1.362837621	3.555464e-22	-1.245361e-22
-1.362776586	3.516623e-22	-1.334622e-22
-1.362715551	3.475561e-22	-1.422448e-22
-1.362654516	3.432335e-22	-1.508783e-22
-1.362593481	3.387003e-22	-1.593576e-22
-1.362532446	3.339624e-22	-1.676776e-22
-1.362471411	3.290259e-22	-1.758336e-22
-1.362410375	3.238969e-22	-1.838209e-22
-1.362349340	3.185817e-22	-1.916353e-22
-1.362288305	3.130865e-22	-1.992728e-22
-1.362227270	3.074179e-22	-2.067294e-22
-1.362166235	3.015820e-22	-2.140017e-22
-1.362105200	2.955856e-22	-2.210864e-22
-1.362044164	2.894349e-22	-2.279803e-22
-1.361983129	2.831367e-22	-2.346805e-22
-1.361922094	2.766974e-22	-2.411845e-22
-1.361861059	2.701236e-22	-2.474898e-22
-1.361800024	2.634219e-22	-2.535944e-22
-1.361738989	2.565989e-22	-2.594962e-22
-1.361677954	2.496610e-22	-2.651935e-22
-1.361616918	2.426149e-22	-2.706849e-22
-1.361555883	2.354670e-22	-2.759690e-22
-1.361494848	2.282237e-22	-2.810449e-22
-1.361433813	2.208916e-22	-2.859116e-22
-1.361372778	2.134770e-22	-2.905685e-22
-1.361311743	2.059863e-22	-2.950150e-22
-1.361250707	1.984256e-22	-2.992510e-22
-1.361189672	1.908012e-22	-3.032764e-22
-1.361128637	1.831192e-22	-3.070912e-22
-1.361067602	1.753856e-22	-3.106958e-22
-1.361006567	1.676065e-22	-3.140906e-22
-1.360945532	1.597878e-22	-3.172761e-22
-1.360884496	1.519351e-22	-3.202532e-22
-1.360823461	1.440543e-22	-3.230229e-22
-1.360762426	1.361508e-22	-3.255861e-22
-1.360701391	1.282304e-22	-3.279442e-22
-1.360640356	1.202983e-22	-3.300984e-22
-1.360579321	1.123599e-22	-3.320504e-22
-1.360518286	1.044203e-22	-3.338018e-22
-1.360457250	9.648464e-23	-3.353542e-22
-1.360396215	8.855792e-23	-3.367097e-22
-1.360335180	8.064496e-23	-3.378701e-22
-1.360274145	7.275052e-23	-3.388375e-22
-1.360213110	6.487922e-23	-3.396143e-22
